city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population,population_proper,density,source,incorporated,timezone,zips,id
Wooster,OH,Ohio,39169,Wayne,40.8166,-81.9337,31483,27023,630,polygon,TRUE,America/New_York,44691,1840000961
Mundelein,IL,Illinois,17097,Lake,42.2692,-88.0102,31475,31475,1269,polygon,TRUE,America/Chicago,60060,1840011175
Dania Beach,FL,Florida,12011,Broward,26.0594,-80.1641,31422,31422,1496,polygon,TRUE,America/New_York,33004 33312,1840015135
Plainfield,IN,Indiana,18063,Hendricks,39.7005,-86.3726,31409,31409,537,polygon,TRUE,America/Indiana/Indianapolis,46168 46231 46197,1840010579
Naugatuck,CT,Connecticut,9009,New Haven,41.489,-73.0518,31392,31392,743,polygon,TRUE,America/New_York,6770,1840004849
Wheat Ridge,CO,Colorado,8059,Jefferson,39.7728,-105.103,31372,31372,1293,polygon,TRUE,America/Denver,80033 80214 80034,1840021431
Auburn,NY,New York,36011,Cayuga,42.9338,-76.5684,31263,26821,1242,polygon,TRUE,America/New_York,13021 13024 13022,1840000367
Princeton,NJ,New Jersey,34021,Mercer,40.3563,-74.6694,31249,31249,672,polygon,TRUE,America/New_York,08540 08542 08541 08543 08544,1840001381
Kaysville,UT,Utah,49011,Davis,41.029,-111.9455,31243,31243,1150,polygon,TRUE,America/Denver,84037,1840018738
Des Moines,WA,Washington,53033,King,47.3914,-122.3154,31172,31172,1853,polygon,TRUE,America/Los_Angeles,98148 98198,1840018426
Banning,CA,California,6065,Riverside,33.946,-116.8992,31026,31026,518,polygon,TRUE,America/Los_Angeles,92220,1840019297
Southlake,TX,Texas,48439,Tarrant,32.9545,-97.1503,30991,30991,546,polygon,TRUE,America/Chicago,76092,1840022048
Redmond,OR,Oregon,41017,Deschutes,44.2632,-121.1798,30967,29322,674,polygon,TRUE,America/Los_Angeles,97756,1840020003
Gurnee,IL,Illinois,17097,Lake,42.3707,-87.9391,30957,30957,888,polygon,TRUE,America/Chicago,60031,1840011152
Algonquin,IL,Illinois,17111,McHenry,42.1629,-88.3158,30947,30947,975,polygon,TRUE,America/Chicago,60102,1840010110
Aiken,SC,South Carolina,45003,Aiken,33.5303,-81.7271,30937,30937,573,polygon,TRUE,America/New_York,29803 29801 29802 29804 29808,1840013722
Clinton,IA,Iowa,19045,Clinton,41.8434,-90.2408,30930,25719,282,polygon,TRUE,America/Chicago,52732 52733 52734 52736,1840000507
Woodstock,GA,Georgia,13057,Cherokee,34.1027,-84.5092,30929,30929,1018,polygon,TRUE,America/New_York,30188 30189,1840015574
Miami Lakes,FL,Florida,12086,Miami-Dade,25.9125,-80.3214,30873,30873,2104,polygon,TRUE,America/New_York,33014 33016 33018,1840017275
Brooklyn Center,MN,Minnesota,27053,Hennepin,45.0681,-93.3162,30870,30870,1498,polygon,TRUE,America/Chicago,55429 55430,1840004022
Clearfield,UT,Utah,49011,Davis,41.103,-112.0237,30855,30855,1546,polygon,TRUE,America/Denver,84015 84016 84089,1840018735
Goleta,CA,California,6083,Santa Barbara,34.436,-119.8597,30850,30850,1517,polygon,TRUE,America/Los_Angeles,93117 93118,1840001783
Holladay,UT,Utah,49035,Salt Lake,40.6599,-111.8226,30831,30831,1402,polygon,TRUE,America/Denver,84117 84121 84124,1840020156
Savage,MN,Minnesota,27139,Scott,44.7545,-93.3632,30807,30807,760,polygon,TRUE,America/Chicago,55378,1840008957
Peru,IL,Illinois,17099,LaSalle,41.348,-89.1352,30795,9893,423,polygon,TRUE,America/Chicago,61354,1840009273
Lawrenceville,GA,Georgia,13135,Gwinnett,33.9524,-83.993,30782,30782,887,polygon,TRUE,America/New_York,30046 30042 30049,1840014745
Nogales,AZ,Arizona,4023,Santa Cruz,31.3624,-110.9336,30771,20008,371,polygon,TRUE,America/Phoenix,85621 85662,1840020823
Santa Paula,CA,California,6111,Ventura,34.3521,-119.0698,30770,30335,2550,polygon,TRUE,America/Los_Angeles,93060 93061,1840021842
Saratoga,CA,California,6085,Santa Clara,37.2685,-122.0254,30767,30767,951,polygon,TRUE,America/Los_Angeles,95070 95071,1840021572
Long Branch,NJ,New Jersey,34025,Monmouth,40.2965,-73.9915,30763,30763,2320,polygon,TRUE,America/New_York,7740,1840003673
Sherwood,AR,Arkansas,5119,Pulaski,34.8509,-92.2029,30657,30657,568,polygon,TRUE,America/Chicago,72120 72117 72076,1840015511
Liberty,MO,Missouri,29047,Clay,39.2393,-94.4191,30614,30614,409,polygon,TRUE,America/Chicago,64068 64069,1840008502
North Tonawanda,NY,New York,36063,Niagara,43.0457,-78.8659,30607,30607,1170,polygon,TRUE,America/New_York,14120,1840000372
Butte,MT,Montana,30093,Silver Bow,45.902,-112.6571,30584,33853,18,polygon,TRUE,America/Denver,59748 59743 59727 59759 59750 59701 59703 59702 59707,1840032850
Los Altos,CA,California,6085,Santa Clara,37.3685,-122.0965,30561,30561,1822,polygon,TRUE,America/Los_Angeles,94022 94024 94023,1840020328
Los Gatos,CA,California,6085,Santa Clara,37.2307,-121.9564,30545,30545,1056,polygon,TRUE,America/Los_Angeles,95032 95030 95036,1840021575
San Pablo,CA,California,6013,Contra Costa,37.9629,-122.3425,30536,30536,4483,polygon,TRUE,America/Los_Angeles,94806,1840021529
Placerville,CA,California,6017,El Dorado,38.7309,-120.7979,30531,10681,709,polygon,TRUE,America/Los_Angeles,95667,1840020238
Barstow,CA,California,6071,San Bernardino,34.8655,-117.0464,30503,23835,222,polygon,TRUE,America/Los_Angeles,92311 92327,1840019118
New Iberia,LA,Louisiana,22045,Iberia,30.0049,-91.8203,30386,30386,1053,polygon,TRUE,America/Chicago,70560 70563 70562,1840015053
Smithfield,NC,North Carolina,37101,Johnston,35.5139,-78.3496,30375,12266,390,polygon,TRUE,America/New_York,27577,1840017795
San Luis,AZ,Arizona,4027,Yuma,32.4922,-114.7105,30366,32148,386,polygon,TRUE,America/Phoenix,85350 85349,1840021996
Rochester,NH,New Hampshire,33017,Strafford,43.2991,-70.9791,30345,30345,258,polygon,TRUE,America/New_York,03839 03868 03867 03866,1840002809
Atascadero,CA,California,6079,San Luis Obispo,35.4827,-120.6858,30330,30330,448,polygon,TRUE,America/Los_Angeles,93422 93423,1840019126
Ballwin,MO,Missouri,29189,St. Louis,38.5949,-90.5501,30313,30313,1298,polygon,TRUE,America/Chicago,63021 63011 63022 63024,1840007447
Burlingame,CA,California,6081,San Mateo,37.586,-122.367,30301,30301,2655,polygon,TRUE,America/Los_Angeles,94010 94011,1840018925
East Liverpool,OH,Ohio,39029,Columbiana,40.6333,-80.5677,30292,10743,882,polygon,TRUE,America/New_York,43920,1840002783
Texarkana,AR,Arkansas,5091,Miller,33.4365,-93.9961,30283,30283,280,polygon,TRUE,America/Chicago,71854,1840015708
North Royalton,OH,Ohio,39035,Cuyahoga,41.3138,-81.7451,30247,30247,548,polygon,TRUE,America/New_York,44133,1840003402
Kerrville,TX,Texas,48265,Kerr,30.0398,-99.1317,30210,23434,434,polygon,TRUE,America/Chicago,78028,1840020908
Winter Park,FL,Florida,12095,Orange,28.5986,-81.3436,30208,30208,1342,polygon,TRUE,America/New_York,32792 32789 32790 32793,1840015966
Winona,MN,Minnesota,27169,Winona,44.051,-91.6691,30208,27139,556,polygon,TRUE,America/Chicago,55987,1840010034
Westfield,NJ,New Jersey,34039,Union,40.6517,-74.3434,30206,30206,1735,polygon,TRUE,America/New_York,07090 07091,1840001096
Milton,PA,Pennsylvania,42097,Northumberland,41.0089,-76.8506,30198,6903,776,polygon,TRUE,America/New_York,17847,1840000845
Madison Heights,MI,Michigan,26125,Oakland,42.5073,-83.1034,30088,30088,1639,polygon,TRUE,America/Detroit,48071,1840002449
Athens,OH,Ohio,39009,Athens,39.3269,-82.0988,30077,25341,995,polygon,TRUE,America/New_York,45701,1840007355
Kent,OH,Ohio,39133,Portage,41.1491,-81.361,30071,30071,1265,polygon,TRUE,America/New_York,44240 44243 44242,1840008256
Morgan City,LA,Louisiana,22101,St. Mary,29.7041,-91.1919,30061,11646,751,polygon,TRUE,America/Chicago,70380 70381,1840015056
Nicholasville,KY,Kentucky,21113,Jessamine,37.8914,-84.5665,30052,30006,857,polygon,TRUE,America/New_York,40356 40340,1840014330
Walnut,CA,California,6037,Los Angeles,34.0334,-117.8593,30047,30047,1290,polygon,TRUE,America/Los_Angeles,91789 91788,1840021875
Garden City,KS,Kansas,20055,Finney,37.9765,-100.8579,30040,26747,1067,polygon,TRUE,America/Chicago,67846,1840001669
Chicago Heights,IL,Illinois,17031,Cook,41.5101,-87.6347,30026,30026,1137,polygon,TRUE,America/Chicago,60411 60412,1840007024
North Chicago,IL,Illinois,17097,Lake,42.3172,-87.8596,29951,29951,1455,polygon,TRUE,America/Chicago,60088 60064 60086,1840008086
Opelika,AL,Alabama,1081,Lee,32.6621,-85.3773,29869,29869,193,polygon,TRUE,America/Chicago,36801 36804 36802 36803,1840005210
Somerset,KY,Kentucky,21199,Pulaski,37.0815,-84.6089,29799,11487,389,polygon,TRUE,America/New_York,42503 42501 42533 42502,1840015257
Gloucester,MA,Massachusetts,25009,Essex,42.626,-70.6896,29798,29798,439,polygon,TRUE,America/New_York,01930 01931,1840000412
San Carlos,CA,California,6081,San Mateo,37.4982,-122.268,29797,29797,2081,polygon,TRUE,America/Los_Angeles,94070,1840021550
Harker Heights,TX,Texas,48027,Bell,31.0578,-97.6443,29757,29757,746,polygon,TRUE,America/Chicago,76548 76513,1840020851
Rexburg,ID,Idaho,16065,Madison,43.8221,-111.7926,29738,28222,1124,polygon,TRUE,America/Boise,83460 83440,1840020037
East Palo Alto,CA,California,6081,San Mateo,37.4671,-122.1347,29684,29684,4573,polygon,TRUE,America/Los_Angeles,94303,1840020301
Lumberton,NC,North Carolina,37155,Robeson,34.6309,-79.0181,29681,21499,463,polygon,TRUE,America/New_York,28358 28360 28359,1840015531
Oak Park,MI,Michigan,26125,Oakland,42.465,-83.1823,29645,29645,2216,polygon,TRUE,America/Detroit,48237,1840002424
Highland Park,IL,Illinois,17097,Lake,42.1825,-87.8105,29641,29641,938,polygon,TRUE,America/Chicago,60035 60037,1840006973
Niles,IL,Illinois,17031,Cook,42.0278,-87.8099,29617,29617,1956,polygon,TRUE,America/Chicago,60714,1840011301
South Lake Tahoe,CA,California,6017,El Dorado,38.9393,-119.9828,29535,21717,825,polygon,TRUE,America/Los_Angeles,96150 96151 96152 96154 96156 96157 96158,1840021471
Port Chester,NY,New York,36119,Westchester,41.0052,-73.668,29524,29524,4891,polygon,TRUE,America/New_York,10573,1840004941
Suisun,CA,California,6095,Solano,38.2471,-122.0086,29505,29505,2774,polygon,TRUE,America/Los_Angeles,94585,1840028115
Rahway,NJ,New Jersey,34039,Union,40.6078,-74.2808,29451,29451,2913,polygon,TRUE,America/New_York,7065,1840001091
Geneva,NY,New York,36069,Ontario,42.8644,-76.9827,29371,12988,1191,polygon,TRUE,America/New_York,14456,1840000393
Ukiah,CA,California,6045,Mendocino,39.1461,-123.2101,29352,15882,1312,polygon,TRUE,America/Los_Angeles,95482 95418,1840021420
Oak Ridge,TN,Tennessee,47001,Anderson,35.9639,-84.2938,29350,29350,132,polygon,TRUE,America/New_York,37830 37831,1840014473
Duluth,GA,Georgia,13135,Gwinnett,34.0054,-84.1493,29331,29331,1117,polygon,TRUE,America/New_York,30097 30096 30026 30029 30095 30098 30099,1840013675
Atwater,CA,California,6047,Merced,37.3543,-120.5981,29270,29270,1848,polygon,TRUE,America/Los_Angeles,95301,1840018934
Big Spring,TX,Texas,48227,Howard,32.2387,-101.4802,29267,28532,576,polygon,TRUE,America/Chicago,79720 79721,1840019471
Raytown,MO,Missouri,29095,Jackson,38.9944,-94.4641,29261,29261,1137,polygon,TRUE,America/Chicago,64138 64133,1840009681
Eagle Mountain,UT,Utah,49049,Utah,40.3137,-112.0114,29202,29202,223,polygon,TRUE,America/Denver,84013 84005,1840018757
Crown Point,IN,Indiana,18089,Lake,41.414,-87.3455,29176,29176,632,polygon,TRUE,America/Chicago,46307 46308,1840007091
Sanford,ME,Maine,23031,York,43.4244,-70.7573,29139,20938,169,polygon,TRUE,America/New_York,04073 04083,1840002672
Plattsburgh,NY,New York,36019,Clinton,44.6951,-73.4563,29130,19780,1515,polygon,TRUE,America/New_York,12901 12903,1840000296
Burlington,IA,Iowa,19057,Des Moines,40.8072,-91.1249,29124,25277,673,polygon,TRUE,America/Chicago,52601,1840007164
Southgate,MI,Michigan,26163,Wayne,42.2047,-83.2058,29085,29085,1640,polygon,TRUE,America/Detroit,48195,1840003964
Shamokin,PA,Pennsylvania,42097,Northumberland,40.7883,-76.555,29054,7098,3285,polygon,TRUE,America/New_York,17872,1840000849
O'Fallon,IL,Illinois,17163,St. Clair,38.597,-89.9154,29031,29031,754,polygon,TRUE,America/Chicago,62269,1840008632
Greer,SC,South Carolina,45045,Greenville,34.9352,-82.2336,29000,29000,544,polygon,TRUE,America/New_York,29651 29650 29652,1840013502
Athens,AL,Alabama,1083,Limestone,34.7846,-86.9516,28938,25393,248,polygon,TRUE,America/Chicago,35611 35613 35612,1840000935
Granite City,IL,Illinois,17119,Madison,38.7296,-90.1263,28908,28908,576,polygon,TRUE,America/Chicago,62048 62040,1840008565
Burbank,IL,Illinois,17031,Cook,41.7444,-87.7686,28886,28886,2674,polygon,TRUE,America/Chicago,60459,1840007022
Fitchburg,WI,Wisconsin,55025,Dane,42.9859,-89.4255,28875,28875,319,polygon,TRUE,America/Chicago,53575 53719 53711 53713,1840002905
SeaTac,WA,Washington,53033,King,47.4444,-122.2985,28873,28873,1111,polygon,TRUE,America/Los_Angeles,98158 98148 98198 98168 98188 98131,1840021116
Aberdeen,WA,Washington,53027,Grays Harbor,46.9768,-123.8083,28863,16334,592,polygon,TRUE,America/Los_Angeles,98520,1840018446
Henderson,KY,Kentucky,21101,Henderson,37.8402,-87.5786,28841,28841,717,polygon,TRUE,America/Chicago,42420 42419,1840014337
Lake in the Hills,IL,Illinois,17111,McHenry,42.1913,-88.3478,28830,28830,1074,polygon,TRUE,America/Chicago,60156,1840011129
Indiana,PA,Pennsylvania,42063,Indiana,40.622,-79.1552,28820,13981,3068,polygon,TRUE,America/New_York,15701 15705,1840000997
Garner,NC,North Carolina,37183,Wake,35.6949,-78.6212,28776,28776,737,polygon,TRUE,America/New_York,27529 27603,1840016198
American Fork,UT,Utah,49049,Utah,40.3815,-111.7935,28770,28770,1183,polygon,TRUE,America/Denver,84003,1840018756
Fountain,CO,Colorado,8041,El Paso,38.6863,-104.6744,28753,28753,453,polygon,TRUE,America/Denver,80817,1840020236
Hermiston,OR,Oregon,41059,Umatilla,45.8329,-119.2859,28704,17295,853,polygon,TRUE,America/Los_Angeles,97838,1840019915
Maryville,TN,Tennessee,47009,Blount,35.7469,-83.9788,28703,28703,657,polygon,TRUE,America/New_York,37803 37804 37801 37802,1840015380
Schererville,IN,Indiana,18089,Lake,41.487,-87.4444,28701,28701,752,polygon,TRUE,America/Chicago,46375 46307,1840010222
Stockbridge,GA,Georgia,13151,Henry,33.5265,-84.2293,28677,28677,840,polygon,TRUE,America/New_York,30253 30281,1840015707
Burton,MI,Michigan,26049,Genesee,42.9974,-83.6175,28648,28648,473,polygon,TRUE,America/Detroit,48509 48529 48519,1840002945
Sunbury,PA,Pennsylvania,42097,Northumberland,40.8615,-76.7875,28544,9571,1791,polygon,TRUE,America/New_York,17801,1840000851
Central,LA,Louisiana,22033,East Baton Rouge,30.5593,-91.0369,28529,28529,176,polygon,TRUE,America/Chicago,70770 70791 70714 70739 70819 70818,1840023139
Jacksonville,AR,Arkansas,5119,Pulaski,34.8805,-92.1303,28518,28518,381,polygon,TRUE,America/Chicago,72099 72076 72078,1840014633
Newberg,OR,Oregon,41071,Yamhill,45.3071,-122.9598,28516,23306,1550,polygon,TRUE,America/Los_Angeles,97132,1840019957
Cornelius,NC,North Carolina,37119,Mecklenburg,35.4733,-80.8833,28515,28515,951,polygon,TRUE,America/New_York,28031,1840016352
Northampton,MA,Massachusetts,25015,Hampshire,42.3266,-72.6745,28483,28483,321,polygon,TRUE,America/New_York,01060 01062 01063 01053 01061,1840000451
Englewood,NJ,New Jersey,34003,Bergen,40.8917,-73.9735,28455,28455,2234,polygon,TRUE,America/New_York,7631,1840003546
Monterey,CA,California,6053,Monterey,36.5922,-121.8807,28454,28454,1266,polygon,TRUE,America/Los_Angeles,93943 93940 93942 93944,1840020358
East Chicago,IN,Indiana,18089,Lake,41.6487,-87.4531,28418,28418,778,polygon,TRUE,America/Chicago,46312 46325,1840008193
Syracuse,UT,Utah,49011,Davis,41.0871,-112.0698,28407,28407,1147,polygon,TRUE,America/Denver,84075,1840021352
Bella Vista,AR,Arkansas,5007,Benton,36.4667,-94.2708,28406,28406,242,polygon,TRUE,America/Chicago,72714 72715,1840015287
Wisconsin Rapids,WI,Wisconsin,55141,Wood,44.393,-89.8262,28406,17887,497,polygon,TRUE,America/Chicago,54495 54494,1840002333
Ruston,LA,Louisiana,22061,Lincoln,32.5329,-92.6364,28371,22370,412,polygon,TRUE,America/Chicago,71272 71270 71273,1840014878
Harrison,NY,New York,36119,Westchester,41.0233,-73.7192,28340,28340,652,polygon,TRUE,America/New_York,10604 10580 10577 10528,1840004931
Chamblee,GA,Georgia,13089,DeKalb,33.8842,-84.3008,28306,28306,1418,polygon,TRUE,America/New_York,30341 30345 30366,1840014775
Aberdeen,SD,South Dakota,46013,Brown,45.4647,-98.4678,28291,28415,692,polygon,TRUE,America/Chicago,57401 57402,1840002032
Hobart,IN,Indiana,18089,Lake,41.5139,-87.2728,28248,28248,413,polygon,TRUE,America/Chicago,46342 46410,1840007093
Newburgh,NY,New York,36071,Orange,41.5037,-74.0205,28200,28200,2862,polygon,TRUE,America/New_York,12550 12551 12552,1840000586
Benicia,CA,California,6095,Solano,38.0704,-122.1542,28174,28174,841,polygon,TRUE,America/Los_Angeles,94510,1840018858
Ashtabula,OH,Ohio,39007,Ashtabula,41.8805,-80.7984,28097,18311,914,polygon,TRUE,America/New_York,44004 44005,1840007046
Lansing,IL,Illinois,17031,Cook,41.5646,-87.5459,28086,28086,1450,polygon,TRUE,America/Chicago,60438 60411,1840011257
Oakdale,MN,Minnesota,27163,Washington,44.9875,-92.9641,28073,28073,994,polygon,TRUE,America/Chicago,55128,1840007813
Kinston,NC,North Carolina,37107,Lenoir,35.2748,-77.5937,28072,20923,439,polygon,TRUE,America/New_York,28501 28504 28502 28503,1840014585
Millville,NJ,New Jersey,34011,Cumberland,39.3903,-75.0561,28059,28059,257,polygon,TRUE,America/New_York,8332,1840001550
Glen Ellyn,IL,Illinois,17043,DuPage,41.8669,-88.063,28042,28042,1607,polygon,TRUE,America/Chicago,60137 60138,1840011405
Sterling,IL,Illinois,17195,Whiteside,41.7997,-89.6952,27961,14908,985,polygon,TRUE,America/Chicago,61081,1840009200
Monroeville,PA,Pennsylvania,42003,Allegheny,40.4262,-79.7605,27953,27953,547,polygon,TRUE,America/New_York,15146,1840003631
Melrose,MA,Massachusetts,25017,Middlesex,42.4556,-71.059,27928,27928,2304,polygon,TRUE,America/New_York,2176,1840000432
Garfield Heights,OH,Ohio,39035,Cuyahoga,41.4199,-81.6038,27905,27905,1490,polygon,TRUE,America/New_York,44125 44105,1840000602
Vicksburg,MS,Mississippi,28149,Warren,32.3173,-90.8868,27887,22925,268,polygon,TRUE,America/Chicago,39180 39183 39181 39182,1840015802
Gloversville,NY,New York,36035,Fulton,43.0491,-74.3466,27872,14940,1149,polygon,TRUE,America/New_York,12078,1840000375
Cibolo,TX,Texas,48187,Guadalupe,29.5689,-98.2149,27855,27855,682,polygon,TRUE,America/Chicago,78124 78108,1840019639
Sonora,CA,California,6109,Tuolumne,37.9819,-120.3828,27799,4823,588,polygon,TRUE,America/Los_Angeles,95370,1840021511
Oak Forest,IL,Illinois,17031,Cook,41.6055,-87.7527,27792,27792,1788,polygon,TRUE,America/Chicago,60452,1840008132
Bergenfield,NJ,New Jersey,34003,Bergen,40.9233,-73.9982,27647,27647,3711,polygon,TRUE,America/New_York,7621,1840000893
Searcy,AR,Arkansas,5145,White,35.2419,-91.7351,27637,24318,512,polygon,TRUE,America/Chicago,72149 72143 72145,1840015429
Maywood,CA,California,6037,Los Angeles,33.9885,-118.1877,27633,27633,9053,polygon,TRUE,America/Los_Angeles,90270,1840020497
Kirkwood,MO,Missouri,29189,St. Louis,38.5789,-90.4203,27609,27609,1163,polygon,TRUE,America/Chicago,63122,1840008598
Canon City,CO,Colorado,8043,Fremont,38.443,-105.2201,27600,16679,514,polygon,TRUE,America/Denver,81212 81215,1840018855
Fremont,NE,Nebraska,31053,Dodge,41.4418,-96.4887,27598,26519,1069,polygon,TRUE,America/Chicago,68025 68026,1840003346
Windsor,CA,California,6097,Sonoma,38.5417,-122.8086,27555,27555,1463,polygon,TRUE,America/Los_Angeles,95492,1840022484
Tualatin,OR,Oregon,41067,Washington,45.3771,-122.7743,27545,27545,1294,polygon,TRUE,America/Los_Angeles,97062,1840021207
Fridley,MN,Minnesota,27003,Anoka,45.0842,-93.2596,27476,27476,1045,polygon,TRUE,America/Chicago,55421 55432,1840007798
Shaker Heights,OH,Ohio,39035,Cuyahoga,41.4744,-81.5496,27448,27448,1686,polygon,TRUE,America/New_York,44120 44122,1840003412
Dodge City,KS,Kansas,20057,Ford,37.7609,-100.0182,27429,27453,727,polygon,TRUE,America/Chicago,67801,1840001684
Imperial Beach,CA,California,6073,San Diego,32.5687,-117.1184,27418,27418,2543,polygon,TRUE,America/Los_Angeles,92154 91932 91933,1840019353
Seguin,TX,Texas,48187,Guadalupe,29.5892,-97.9656,27415,28614,299,polygon,TRUE,America/Chicago,78155 78156,1840022214
Sanger,CA,California,6019,Fresno,36.6993,-119.5575,27413,25007,1688,polygon,TRUE,America/Los_Angeles,93657,1840021566
Plum,PA,Pennsylvania,42003,Allegheny,40.5024,-79.7496,27399,27399,370,polygon,TRUE,America/New_York,15139 15068 15239 15147,1840003632
Fernandina Beach,FL,Florida,12089,Nassau,30.6589,-81.4499,27371,12459,429,polygon,TRUE,America/New_York,32034 32035,1840013929
